"","Date","BTC","ETH","USDT","BNB","XRP","ADA","LTC"
"2",2018-01-03,0.014505086079998,0.0848034162791524,0.00846245029536195,0.0760269439686078,0.224511473357791,0.321796357396202,-0.0411832223536663
"3",2018-01-04,0.0258584282279983,0.0187303612934517,-0.0108236794302677,-0.0343385451430333,0.0289642589528691,0.0314186788751771,-0.0164281029606065
"4",2018-01-05,0.110944529557328,0.0169797041158048,-0.0038937387663734,0.481791928395367,-0.0473785795491876,-0.108505952901002,0.0322096368409425
"5",2018-01-06,0.00557837614383061,0.0431174785014949,0.0103167643480879,0.422480912269767,0.0147365055869774,0.0272290740254812,0.173351454790532
"6",2018-01-07,-0.0617406900120923,0.101679863753588,-0.00738106168113722,-0.198785184577715,0.0877725145864409,-0.0183040671080728,-0.0273669074273978
"7",2018-01-08,-0.0826754995568066,-0.00403182094829723,0.0077080679417618,-0.021448475282042,-0.318608058988585,-0.114953929467197,-0.12027395493807
"8",2018-01-09,-0.0386199221562435,0.123681347688014,-0.00330470550992034,-0.0476140247207248,-0.155834906764719,-0.0984125330750002,-0.0347130993052093
"9",2018-01-10,0.0255621646307009,-0.034375534096835,-0.00469294977190862,-0.00120680653449278,-0.0622567135472676,-0.0268969309735291,0.013992659065229
"10",2018-01-11,-0.110581167411182,-0.0837489198415335,0.000429358116222217,0.190612375874177,-0.0122883463498072,-0.141588299203526,-0.0882118262871616
"11",2018-01-12,0.0419831917868869,0.0974935951074869,0.00435305176399294,0.0587636017195265,0.0462923441850159,0.265234538060538,0.0321334063014511
"12",2018-01-13,0.0267898783065856,0.0923784722589102,-0.00404362883528183,-0.00637883801962768,-0.0107662840182228,-0.0150247096780025,0.0901205567299641
"13",2018-01-14,-0.0418229592026123,-0.0214615436259899,0.0139734898747322,-0.0650774257308208,-0.0825495369243445,-0.0971620864848129,-0.0824701244802135
"14",2018-01-15,0.0034647868683102,-0.0563207885765058,-0.00939326838981862,-0.0601341736729335,-0.104370600006225,-0.0299544994069379,-0.0250347720900858
"15",2018-01-16,-0.184581725329762,-0.203831284779175,0.0269816492349683,-0.342420934460288,-0.351975304909784,-0.217343137312634,-0.211867013201155
"16",2018-01-17,-0.0266252391712794,-0.038148810112915,-0.0191543821993345,0.0221613548635599,0.102359170698853,0.00415580462639569,-0.00968396270466609
"17",2018-01-18,0.0252667075425119,0.0214879824714264,0.00842155700674812,0.00542067639169596,0.200634507652985,0.0477085222192052,0.0333282451347942
"18",2018-01-19,0.0114807840546458,0.00271752520370682,-0.0183172827842129,0.0451943718172107,-0.028287203795105,-0.0142637045451445,0.000658365328064292
"19",2018-01-20,0.105522449617222,0.105875295668202,-0.00342034088089834,0.080329957933805,0.0169744099289224,0.0840135403033218,0.0894397926686325
"20",2018-01-21,-0.106151623999715,-0.0958401842211937,-0.00124839406689306,-0.140488258097376,-0.134438563409566,-0.143120957720121,-0.102706024938503
"21",2018-01-22,-0.0593742674721334,-0.0451353345385596,0.00516635137542059,-0.0778522351717447,-0.0165782147731729,-0.0721912590128308,-0.0562361645247762
"22",2018-01-23,-0.00577988542345409,-0.0171214034565609,9.9498032427878e-06,0.00604411965586892,-0.015053616712895,-0.0130355926239023,-0.012302540373704
"23",2018-01-24,0.0441860972549435,0.0709840250423265,-0.00755646196428098,0.0400619394553145,0.0149062599250063,0.0998704876466674,0.0121858943077475
"24",2018-01-25,-0.00884225936725791,-0.00260070784097798,0.00211408841236281,-0.0298118297671226,-0.0336589326593847,0.0242719918816332,0.00158221200349117
"25",2018-01-26,-0.0078463941022946,-0.000814688345802672,0.00453653581409905,-0.000771365733648554,-0.0751173336116093,-0.0223869408654198,-0.0198210946715056
"26",2018-01-27,0.0238202139872801,0.0480149038285988,-0.0108288312271805,0.00262927408262081,0.00151043790362584,-0.010561170235682,0.0232212662476296
"27",2018-01-28,0.0297606335402403,0.118229617125271,-0.00457592815072702,0.0214390965252411,0.138065397183537,0.0831061642119545,0.06929505669207
"28",2018-01-29,-0.0424536979739258,-0.0524340255871011,0.00658131540782494,-0.0589951581018715,-0.0555516828635613,-0.0728305739542439,-0.0650032338385395
"29",2018-01-30,-0.111325153031943,-0.098798257800273,-0.00891415501595148,-0.126237531384981,-0.150870492592555,-0.158393970887235,-0.0945420227193034
"30",2018-01-31,0.0112952003537075,0.0431044992610472,0.00383253873674331,-0.00943938209909722,0.0207139242910812,-0.0239693066632832,-0.0117155621646096
"31",2018-02-01,-0.108457996358855,-0.0756892307907959,-0.00337343843350735,-0.158033188325779,-0.188668274821126,-0.208282874835792,-0.137984846038822
"32",2018-02-02,-0.0377562277433086,-0.124103126621997,0.00385096997808814,0.0142374143857804,-0.0842216870854427,-0.0767127272835965,-0.0798301408666235
